,పేరు,పుస్తకం,రకం,ప్రచురణ తేది
2469,శ్రీగిరిరాజు విజయలక్ష్మి,అగ్ని సాక్షిగా,కథా సంపుటం,2001-01-01
2470,శ్రీగిరిరాజు విజయలక్ష్మి,అన్వేషణ,కథా సంపుటం,2005-01-01
2471,శ్రీగిరిరాజు విజయలక్ష్మి,కదంబమాల,కథా సంపుటం,1997-01-01
2472,శ్రీగిరిరాజు విజయలక్ష్మి,మల్లెపందిరి(శ్రీగిరి),కథా సంపుటం,1997-01-01
2473,శ్రీగిరిరాజు విజయలక్ష్మి,శ్రీగిరిరాజు కథలు-2,కథా సంపుటం,2009-03-01
2474,శ్రీగిరిరాజు విజయలక్ష్మి,శ్రీగిరిరాజు విజయలక్ష్మి కథలు,కథా సంపుటం,2008-01-01
2475,శ్రీగిరిరాజు విజయలక్ష్మి,సంగీతజ్ఞానము,కథా సంపుటం,1994-01-01
2476,వింజమూరి అనసూయాదేవి,నేనూ నారచనలు,కదంబం,2003-01-01
2477,డి వి దుర్గాప్రసాద్,దానిమ్మపండు,కథా సంపుటం,2000-01-01
2478,ఆడెపు లక్ష్మీపతి,నాలుగు దృశ్యాలు,కథా సంపుటం,1997-01-01
2479,సువర్ణముఖి,సువర్ణముఖి కధలు,కథా సంపుటం,1996-01-01
2480,కట్టా వెంకటేశ్వరరావు,వారసత్వం(ఉష),కథా సంపుటం,1999-01-01
2481,బొందలపాటి శివరామకృష్ణ,నెత్తరు చుక్కలు,కథా సంపుటం,1978-01-01
2482,ఆవుల పిచ్చయ్య,ఆవుల పిచ్చయ్య కథలు,కథా సంపుటం,2010-07-25
2483,చింతపెంట సత్యనారాయణరావు,ఊరుమ్మడి బతుకులు,కథా సంపుటం,1972-01-01
2484,చింతపెంట సత్యనారాయణరావు,గంజాయి గొట్టాలు,కథా సంపుటం,1972-01-01
2485,చింతపెంట సత్యనారాయణరావు,గుమ్మడి గింజలు,కథా సంపుటం,1977-01-01
2486,చింతపెంట సత్యనారాయణరావు,సి.ఎస్. రావు కథలు,కథా సంపుటం,2000-01-01
2487,చింతపెంట సత్యనారాయణరావు,సి.ఎస్. రావు కథలు,కథా సంపుటం,2010-12-01
2488,మునిమాణిక్యం నరసింహారావు,అప్పులు చేయడం...,ఫీచర్,1997-01-01
2489,మునిమాణిక్యం నరసింహారావు,అల్లుళ్ళు,కథా సంపుటం,1962-01-01
2490,మునిమాణిక్యం నరసింహారావు,కథానికలు(మునిమాణిక్యం),కథా సంపుటం,1951-01-01
2491,మునిమాణిక్యం నరసింహారావు,కాంతం,కథా సంపుటం,1957-01-01
2492,మునిమాణిక్యం నరసింహారావు,కాంతం కథలు,కథా సంపుటం,1995-01-01
2493,మునిమాణిక్యం నరసింహారావు,కాంతం కాపరం,కథా సంపుటం,1996-01-01
2494,మునిమాణిక్యం నరసింహారావు,కాంతం కైఫీయతు,కథా సంపుటం,1956-01-01
2495,మునిమాణిక్యం నరసింహారావు,కాంతం వృద్ధాప్యం,కథా సంపుటం,1955-01-01
2496,మునిమాణిక్యం నరసింహారావు,క్లింగ్ వింగ్ లకథ,కథా సంపుటం,1967-01-01
2497,మునిమాణిక్యం నరసింహారావు,గాలి దేవుడు,కథా సంపుటం,1967-02-01
2498,మునిమాణిక్యం నరసింహారావు,తగూ నెంబర్' త్రీ',కథా సంపుటం,1955-01-01
2499,మునిమాణిక్యం నరసింహారావు,తల్లిప్రేమ,కథా సంపుటం,1964-01-01
2500,మునిమాణిక్యం నరసింహారావు,తెలుగు హాస్యం,ఫీచర్,1995-01-01
2501,మునిమాణిక్యం నరసింహారావు,నేనూ మా కాంతం,కథా సంపుటం,1963-01-01
2502,మునిమాణిక్యం నరసింహారావు,మునిమాణిక్యం నరసింహారావు కథలు 1,కథా సంపుటం,2015-03-01
2503,మునిమాణిక్యం నరసింహారావు,రాధబాబు,కథా సంపుటం,1944-01-01
2504,మునిమాణిక్యం నరసింహారావు,రుక్కుతల్లి,కథా సంపుటం,1958-10-01
2505,మునిమాణిక్యం నరసింహారావు,వక్రరేఖ,కదంబం,1962-01-01
2506,జొన్నలగడ్డ సత్యనారాయణమూర్తి,అక్షరం,కథా సంపుటం,1987-12-01
2507,జొన్నలగడ్డ సత్యనారాయణమూర్తి,అమ్మపేరు చీకటి,కథా సంపుటం,1993-01-01
2508,జొన్నలగడ్డ సత్యనారాయణమూర్తి,గుండెలో కోయిల,కథా సంపుటం,1986-12-01
2509,జొన్నలగడ్డ సత్యనారాయణమూర్తి,గోరంతదీపం(విహారి),కథా సంపుటం,1987-09-01
2510,జొన్నలగడ్డ సత్యనారాయణమూర్తి,ప్రాప్తం,కథా సంపుటం,2010-11-01
2511,జొన్నలగడ్డ సత్యనారాయణమూర్తి,బొంగరం,కథా సంపుటం,2003-01-01
2512,జొన్నలగడ్డ సత్యనారాయణమూర్తి,మౌన లిపి,కథా సంపుటం,2011-09-22
2513,జొన్నలగడ్డ సత్యనారాయణమూర్తి,స్పృహ,కథా సంపుటం,1980-12-01
2514,భాగవతుల పూర్ణయ్య,గులాబి,కథా సంపుటం,1940-01-01
2515,వి ప్రతిమ,ఖండిత,కథా సంపుటం,2008-01-01
2516,వి ప్రతిమ,పక్షి,కథా సంపుటం,2004-09-01
2517,స్మైల్,ఖాళీ సీసాలు,కథా సంపుటం,1995-01-01
2518,పాలువాయి భానుమతి,అత్తగారి కథలు 1,కథా సంపుటం,1967-01-01
2519,పాలువాయి భానుమతి,అత్తగారి కథలు 2,కథా సంపుటం,1985-01-01
2520,పాలువాయి భానుమతి,అత్తగారూ నక్సలైట్లూ,కథా సంపుటం,1971-01-01
2521,పాలువాయి భానుమతి,భానుమతి కథలు,కథా సంపుటం,1991-01-01
2522,పాలువాయి భానుమతి,భానుమతి కథానికలు 2,కథా సంపుటం,1984-05-01
2523,కాలువ మల్లయ్య,అవ్వ తోడుగిది తెలంగాణ,కథా సంపుటం,1998-01-01
2524,కాలువ మల్లయ్య,కట్నం కథలు,కథా సంపుటం,1983-01-01
2525,కాలువ మల్లయ్య,కాలువ మల్లయ్య కథలు,కథా సంపుటం,1999-01-01
2526,కాలువ మల్లయ్య,ఘర్మ జలానికి...,కథా సంపుటం,1991-01-01
